PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
fmt/1280,NCH Dictation Audio File,dct,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1281,WARC Ver. (1.1),warc,true,Package,fmt/1281,fmt/1281,false,false
fmt/1282,PFS:First Choice Document Ver. (1-2),doc,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1283,PFS:First Choice Document Ver. (3),doc,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1284,PFS:First Choice Database,fol,false,Database,fmt/101,fmt/101,false,false
fmt/1285,PFS:First Choice Graph,gra,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1286,Envoy Document File Ver. (1),evy,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1287,Envoy Document File Ver. (7),evy,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1288,IESNA LM-63 Photometric Data File,ies,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1289,RFFlow Chart Ver. (3),flo,false,Presentation,fmt/477,fmt/477,false,false
fmt/1290,RFFlow Chart Ver. (4),flo,false,Presentation,fmt/477,fmt/477,false,false
fmt/1291,RFFlow Chart Ver. (5),flo,false,Presentation,fmt/477,fmt/477,false,false
fmt/1292,EIOffice Document,eio,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1293,602Text Document,"wpd,wpt",false,Word Processing,fmt/477,fmt/477,false,true
fmt/1294,602Tab Spreadsheet,wls,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1295,Calendar Creator Event Ver. (3-4),ce3,false,Dataset,fmt/101,fmt/101,false,true
fmt/1296,Calendar Creator File Ver. (4),cc3,false,Dataset,fmt/101,fmt/101,false,true
fmt/1297,Calendar Creator File Ver. (5-6),cc5,false,Dataset,fmt/101,fmt/101,false,true
fmt/1298,Calendar Creator File Ver. (7-8),bcc,false,Dataset,fmt/101,fmt/101,false,true
fmt/1299,Broderbund Print Shop Deluxe Ver. (5-6),"pcb,pcc,pce,pcp,pda,pdb,pdc,pdg,pdl,pdp,pds,pho,ppi,pso",false,Presentation,fmt/477,fmt/477,false,false
fmt/1300,Broderbund The Print Shop/PrintMaster/American Greetings Project Ver. (10-23),"ban,biz,bro,cal,car,cer,cft,env,fax,hcr,lbl,let,not,nws,pcr,php,sig,sti,tsh,web",false,Presentation,fmt/477,fmt/477,false,false
fmt/1301,The Print Shop Project Ver. (2-5),psproj,false,Presentation,fmt/477,fmt/477,false,false
fmt/1302,PrintMaster Gold Project Ver. (1),"ban,cal,car,let,sig",false,Presentation,fmt/477,fmt/477,false,false
fmt/1303,Microsoft Shell Scrap Object File,shs,false,Dataset,fmt/101,fmt/101,false,true
fmt/1304,LocoScript Document Ver. (1),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1305,LocoScript Document Ver. (2),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1306,LocoScript Document Ver. (3),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1307,LocoScript Document Ver. (4),,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1308,LocoScript PC,,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1309,LocoScript Professional,,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1310,LocoFile,,false,Database,fmt/101,fmt/101,false,false
fmt/1311,Tweet JSON,json,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1312,CorelCHART Document Ver. (3-4),cch,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1313,CorelCHART Document Ver. (5),cch,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1314,GL Transmission Format (Text) Ver. (1.0),gltf,false,Model,fmt/477,fmt/477,false,true
fmt/1315,GL Transmission Format (Text) Ver. (2.0),gltf,false,Model,fmt/477,fmt/477,false,true
fmt/1316,GL Transmission Format (Binary),glb,false,Model,fmt/477,fmt/477,false,true
fmt/1317,QuarkXPress Document Ver. (3.1),"qwd,qxd,qxt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1318,QuarkXPress Document Ver. (3.3),"qwd,qxd,qxt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1319,QuarkXPress Document Ver. (4),"qwd,qxd,qxt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1320,QuarkXPress Document Ver. (5),"qwd,qxd,qxt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1321,QuarkXPress Project Ver. (7),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1322,QuarkXPress Project Ver. (8),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1323,QuarkXPress Project Ver. (9.1),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1324,QuarkXPress Project Ver. (2015),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1325,QuarkXPress Project Ver. (2016),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1326,QuarkXPress Project Ver. (2017),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1327,QuarkXPress Project Ver. (2018),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1328,QuarkXPress Project Ver. (2019),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1329,Avery Label Pro Document Ver. (3),lpd,false,Presentation,fmt/477,fmt/477,false,false
fmt/1330,Avery DesignPro Document Ver. (4),zdp,false,Presentation,fmt/477,fmt/477,false,false
fmt/1331,Avery DesignPro Document Ver. (5),zdl,false,Presentation,fmt/477,fmt/477,false,false
fmt/1332,HP Photo Album,albm,false,Presentation,fmt/477,fmt/477,false,false
fmt/1333,Sony PictureGear Studio PhotoAlbum,"amd,amu",false,Presentation,fmt/477,fmt/477,false,false
fmt/1334,Sony PictureGear Studio PrintStudio,"lmd,lmu",false,Presentation,fmt/477,fmt/477,false,false
fmt/1335,Sony PictureGear Studio Binder,"bxt,bxu",false,Presentation,fmt/477,fmt/477,false,false
fmt/1336,LEADTools Lead 1Bit Compressed Image,cmp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1337,LEADToolsCompressed Image,cmp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1338,RootsMagic Database Ver. (4-7),rmgc,false,Database,fmt/101,fmt/101,false,false
fmt/1339,PaperPort MAX Ver. (8-12),max,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1340,BDOC Ver. (1),bdoc,true,Container,fmt/1340,fmt/1340,false,true
fmt/1341,Associated Signature Container Simple (ASiC-S),"asics,scs",true,Container,fmt/1341,fmt/1341,false,true
fmt/1342,BDOC Ver. (2.x),"asice,bdoc",true,Container,fmt/1342,fmt/1342,false,true
fmt/1343,PTGui Project File Ver. (10),pts,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1344,PTGui Project File Ver. (11),pts,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1345,Legacy Family Tree Database Ver. (3-9),fdb,false,Database,fmt/101,fmt/101,false,false
fmt/1346,Autodesk Revit File Ver. (4),"rfa,rft,rte,rvt",false,Model,fmt/477,fmt/477,false,true
fmt/1347,Autodesk Revit Project File Ver. (2008),"rft,rte,rvt",false,Model,fmt/477,fmt/477,false,true
fmt/1348,Autodesk Revit Family File Ver. (2008),"rfa,rft",false,Model,fmt/477,fmt/477,false,true
fmt/1349,Autodesk Revit Family File Ver. (2010),"rfa,rft",false,Model,fmt/477,fmt/477,false,true
fmt/1350,Autodesk Revit Project File Ver. (2019),"rte,rvt",false,Model,fmt/477,fmt/477,false,true
fmt/1351,Autodesk Revit Family File Ver. (2019),"rfa,rft",false,Model,fmt/477,fmt/477,false,true
fmt/1352,FamilyTree Maker Database Ver. (1-4),"fbk,ftw",false,Database,fmt/101,fmt/101,false,false
fmt/1353,FamilyTree Maker Database Ver. (5-16),"fbk,ftw",false,Database,fmt/101,fmt/101,false,false
fmt/1354,QuickBooks Backup File,qbb,false,Dataset,fmt/1354,fmt/1354,true,false
fmt/1355,WARC Ver. (1.0),warc,true,Container,fmt/1355,fmt/1355,false,true
fmt/1356,Virtual Format (Raster),vrt,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1357,Virtual Format (Vector),vrt,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1358,MicroStation Base File,bse,false,CAD,fmt/1358,fmt/1358,true,false
fmt/1359,Softdisk Text Compressor,ctx,false,Presentation,fmt/477,fmt/477,false,false
fmt/1360,Picture Publisher Bitmap Ver. (6-10),ppf,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1361,Amiga Disk File Ver. ( ),adf,false,Binary (Data),fmt/1361,fmt/1361,true,false
fmt/1362,Microsoft MapPoint Document,ptm,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
fmt/1363,DeluxePaint Animation File,anm,false,Model,fmt/477,fmt/477,false,true
fmt/1364,V-Ray Material Ver. (XML),vismat,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1365,Debug File,dbg,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1366,ESRI Published Map Format,pmf,false,GIS,fmt/477,"fmt/477,fmt/645,fmt/10,fmt/13",false,true
fmt/1367,GeoJSON,geojson,false,GIS,fmt/1367,fmt/1367,true,true
fmt/1368,Nero CoverDesigner File,ncd,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1369,Error File,err,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1370,Advanced Disk Catalog,adc,false,Database,fmt/101,fmt/101,false,false
fmt/1371,OmniPage Pro Document Ver. (10),opd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1372,OmniPage Document Ver. (12),opd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1373,OmniPage Document Ver. (18),opd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1374,XDOMEA Ver. (1.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1376,XDOMEA Ver. (2.0.1),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1375,XDOMEA Ver. (2.0.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1377,XDOMEA Ver. (2.1.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1378,XDOMEA Ver. (2.2.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1379,XDOMEA Ver. (2.3.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1380,XDOMEA Ver. (2.4.0),xml,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1381,VariCAD Drawing Ver. (7+),dwb,false,CAD,fmt/1381,fmt/1381,true,false
fmt/1382,Embedded OpenType (EOT) File Format Ver. (0x00010000),eot,false,Font,fmt/1382,fmt/1382,true,false
fmt/1383,Embedded OpenType (EOT) File Format Ver. (0x00020001),eot,false,Font,fmt/1383,fmt/1383,true,false
fmt/1384,Embedded OpenType (EOT) File Format Ver. (0x00020002),eot,false,Font,fmt/1384,fmt/1384,true,false
fmt/1385,Bruker PDZ,"pdz, xpdz",false,Dataset,fmt/101,fmt/101,false,true
fmt/1386,Muvee autoProducer Project File Ver. (1-5),mve,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1387,Muvee autoProducer Project File Ver. (6),mvex,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1388,Muvee Reveal Project File,rvl,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1389,Drawing Interchange Format (ASCII) Ver. (2018/2019/2020),dxf,false,CAD,fmt/1389,fmt/1389,true,false
fmt/1390,Drawing Interchange Format (Binary) Ver. (2007-2009),dxf,false,CAD,fmt/1390,fmt/1390,true,false
fmt/1391,Drawing Interchange Format (Binary) Ver. (2010-2012),dxf,false,CAD,fmt/1391,fmt/1391,true,false
fmt/1392,Drawing Interchange Format (Binary) Ver. (2013-2017),dxf,false,CAD,fmt/1392,fmt/1392,true,false
fmt/1393,Drawing Interchange Format (Binary) Ver. (2018-2021),dxf,false,CAD,fmt/1393,fmt/1393,true,false
fmt/1394,Drawing Interchange Format (Binary) Ver. (Generic),dxf,false,CAD,fmt/1394,fmt/1394,true,false
fmt/1395,AutoCAD Drawing Ver. (2018/2019/2020/2021),dwg,false,CAD,fmt/1395,fmt/1395,true,false
fmt/1396,FinePrint,fp,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1397,FARO Laser Scan File,fls,false,Model,fmt/477,fmt/477,false,true
fmt/1398,FARO WorkSpace File,fws,false,Model,fmt/477,fmt/477,false,true
fmt/1399,DiskDoubler,,false,Binary (Data),fmt/1399,fmt/1399,true,false
fmt/1400,Ichitaro Document Ver. (8),"$td, jtd, jtt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1401,Student Writing Center Report,"rp, rpt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1402,Student Writing Center Journal,"jn, jnt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1403,Student Writing Center Sign,"sg, sgt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1404,Student Writing Center Newsletter,"nl, nlt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1405,Student Writing Center Letter,"lt, ltt",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1406,Flow Charting Ver. (I-II+),cht,false,Presentation,fmt/477,fmt/477,false,false
fmt/1407,Flow Charting Ver. (3),fcd,false,Presentation,fmt/477,fmt/477,false,false
fmt/1408,Flow Charting Ver. (4),gfc,false,Presentation,fmt/477,fmt/477,false,false
fmt/1409,Flow Charting Ver. (5),fc5,false,Presentation,fmt/477,fmt/477,false,false
fmt/1410,Flow Charting Ver. (6),fcx,false,Presentation,fmt/477,fmt/477,false,false
fmt/1411,Flow Charting Ver. (PDQ),pdq,false,Presentation,fmt/477,fmt/477,false,false
fmt/1412,Flow Charting Graphic Flowcharting Image,gfi,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1413,Corel Gallery Clipart Ver. (BMF),bmf,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1414,PFS:Write Document,pfs,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1415,GST Publisher File Ver. (1),dtp,false,Presentation,fmt/477,fmt/477,false,false
fmt/1416,GST Publisher File Ver. (2),dtp,false,Presentation,fmt/477,fmt/477,false,false
fmt/1417,Corel Print House Document Ver. (1),"cpd, cph",false,Presentation,fmt/477,fmt/477,false,false
fmt/1418,Corel Print House Document Ver. (2),"cpd, cph",false,Presentation,fmt/477,fmt/477,false,false
fmt/1419,Corel Print House/Print Office Document Ver. (3),"cpd, cph, cpo",false,Presentation,fmt/477,fmt/477,false,false
fmt/1420,Corel Print House/Print Office Document Ver. (4),"cpd, cph, cpo",false,Presentation,fmt/477,fmt/477,false,false
fmt/1421,Corel Print House/Print Office Document Ver. (5),"cpd, cph, cpo",false,Presentation,fmt/477,fmt/477,false,false
fmt/1422,Corel Photo House Image,cps,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1423,HP TRIM Outlook Saved Message File,"mbx,vmbx",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/1424,WordPerfect Encrypted Document Ver. (4.2),wp,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1425,MacDraw Ver. (0.9),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1426,MacDraw Ver. (1.x),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1427,MacDraw Ver. (II),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1428,MacDraw Ver. (Pro),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1429,MacPaint Image Ver. (2),,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1430,Minitab Worksheet Ver. (8-11),mtw,false,Dataset,fmt/477,fmt/477,false,true
fmt/1431,Minitab Portable Worksheet,mtp,false,Dataset,fmt/477,fmt/477,false,true
fmt/1432,Minitab Worksheet Ver. (12),mtw,false,Dataset,fmt/477,fmt/477,false,true
fmt/1433,Minitab Worksheet Ver. (13),mtw,false,Dataset,fmt/477,fmt/477,false,true
fmt/1434,Minitab Project Ver. (12-13),mpj,false,Dataset,fmt/477,fmt/477,false,true
fmt/1435,Minitab Worksheet Ver. (14),mtw,false,Dataset,fmt/477,fmt/477,false,true
fmt/1436,Minitab Project Ver. (14),mpj,false,Dataset,fmt/477,fmt/477,false,true
fmt/1437,Minitab Worksheet Ver. (15+),mtw,false,Dataset,fmt/477,fmt/477,false,true
fmt/1438,Minitab Project Ver. (15+),mpj,false,Dataset,fmt/477,fmt/477,false,true
fmt/1439,Apple iWork Pages Ver. (09),pages,false,Word Processing,fmt/477,fmt/477,false,false
fmt/1440,Apple iWork Numbers Ver. (09),,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1441,Apple iWork Document Ver. (14),"iwa, key, numbers, pages, template",false,"Presentation, Spreadsheet, Word Processor",fmt/477,fmt/477,false,false
fmt/1442,QuarkXPress Document Ver. (1-2),,false,Presentation,fmt/477,fmt/477,false,false
fmt/1443,QuarkXPress Document Ver. (3.0),,false,Presentation,fmt/477,fmt/477,false,false
fmt/1444,QuarkXPress Document Ver. (3.2),"qwd, qxd, qxt",false,Presentation,fmt/477,fmt/477,false,false
fmt/1445,QuarkXPress Project Ver. (9.2),"qpt, qwd, qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1446,QuarkXPress Project Ver. (10.1),"qpt, qwd, qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1447,XLD4 (Bitmap Image),q4,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1448,XLD4 (Graphic Data Document),q4d,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1449,Aldus FreeHand Drawing Ver. (1),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1450,Aldus FreeHand Drawing Ver. (2),,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1451,PDF Portfolio Ver. (1.7),pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/1452,Lotus 1-2-3 Worksheet Ver. (97),123,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1453,Lotus 1-2-3 Worksheet Ver. (9.8 Millennium),123,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1454,Web Video Text Tracks (WebVTT) Format,vtt,false,Text (Structured),fmt/477,fmt/477,false,true
fmt/1455,Primavera P6 Project Management XER File,xer,false,Database,fmt/101,fmt/101,false,true
fmt/1456,Autocad DMP File,dmp,false,CAD,fmt/1456,fmt/1456,true,false
fmt/1457,OrgPlus File,"ops,opx,opxt",false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/1458,Arts & Letters Graphics File,ged,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1459,Stuffit Archive File Ver. (1.5),sit,true,Package,fmt/1459,fmt/1459,false,false
fmt/1460,Stuffit Archive File Ver. (1.6-4.5),sit,true,Package,fmt/1460,fmt/1460,false,false
fmt/1461,Autorun Maestro Menu File,mnu,false,Presentation,fmt/477,fmt/477,false,false
fmt/1462,Comic Book Archive,"cb7,cba,cbr,cbt,cbz",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1463,Ableton Live Set Ver. (8.2.1 onwards),als,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1464,Maestro Music File,,false,Dataset,fmt/477,fmt/477,false,true
fmt/1465,OrCAD Layout File,max,false,Dataset,fmt/477,fmt/477,false,false
fmt/1466,InstallShield Executable,ex_,false,Binary (Executable),fmt/1466,fmt/1466,true,false
fmt/1467,STOS Memory Bank,mbk,false,Dataset,fmt/1467,fmt/1467,true,false
fmt/1468,multiArtist File,"mg1,mg2,mg4,mg8",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1469,MAKIchan Graphics File,"mag,max,mki",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1470,MIG Graphics File,mig,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1471,Multi Palette Picture File,mpp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1472,Magic Shadow Archiver Disk Image File,msa,true,Package,fmt/1472,fmt/1472,false,false
fmt/1473,Archimedes Tracker Module,musx,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1474,TEI P4 XML - Single Text File Ver. (P4),"odd,tei,xml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1475,TEI P4 XML - Corpus File Ver. (P4),"odd,tei,xml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1476,TEI P5 - Single Text File Ver. (P5),"odd,tei,xml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1477,TEI P5 XML - Corpus File Ver. (P5),"odd,tei,xml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1478,Unisig,,false,Dataset,fmt/1478,fmt/1478,true,false
fmt/1479,XIFF (Xerox Image File Format) Ver. (2),xif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1480,XIFF (Xerox Image File Format) Ver. (3),xif,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1481,Micrografx In-A-Vision Drawing,pic,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1482,Access Report Snapshot,snp,false,Database,fmt/101,fmt/101,false,true
fmt/1483,Mar Archive,"mac,mar",true,Container,fmt/1483,fmt/1483,false,false
fmt/1484,JPEG XL Codestream,jxl,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1485,JPEG XL,jxl,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1486,Novell Address Book,nab,false,Dataset,fmt/477,fmt/477,false,true
fmt/1487,Timeline Maker Document,"tlm,tlm3,tlm4,tlmp",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1488,Phantom CINE Video File,"cin,cine",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1489,Phantom CINE Compressed Video File,cci,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1490,HyperCard Stack,,false,Presentation,fmt/477,fmt/477,false,false
fmt/1491,Harvard Graphics Presentation Ver. (1-3),prs,false,Presentation,fmt/477,fmt/477,false,false
fmt/1492,Harvard Graphics Presentation Ver. (4),pr4,false,Presentation,fmt/477,fmt/477,false,false
fmt/1493,NTI JewelCase Maker,jwc,false,Presentation,fmt/477,fmt/477,false,false
fmt/1494,QuarkXPress Project Ver. (2020),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1495,QuarkXPress Project Ver. (2021),"qpt,qwd,qxp",false,Presentation,fmt/477,fmt/477,false,false
fmt/1496,ZoomBrowser Ex Thumbnail Cache,info,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1497,XV Thumbnail,p7,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1498,Cool Edit/Adobe Audition Session File Ver. (Binary),ses,false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/1499,Adobe Audition Session File Ver. (XML),sesx,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1500,Adobe Acrobat Forms Data Format Ver. (1.x),fdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/1501,XML Forms Data Format,xfdf,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/1502,Agisoft Project Archive,psz,false,GIS,fmt/1502,fmt/1502,true,true
fmt/1503,Agisoft Project File,psx,false,GIS,fmt/1503,fmt/1503,true,true
fmt/1504,Agisoft Tiled Model,tls,false,GIS,fmt/1504,fmt/1504,true,true
fmt/1505,Agisoft Point Cloud,oc3,false,GIS,fmt/1505,fmt/1505,true,true
fmt/1506,EinScan RGE 3D Range File,rge,false,Model,fmt/477,fmt/477,false,true
fmt/1507,Exchangeable Image File Format (Compressed) Ver. (2.3.x),"jpeg,jpg",false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13,fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/1508,Microsoft Visio Drawing Ver. (2),"vsd,vss,vst",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1509,Microsoft Visio Drawing Ver. (3),"vsd,vss,vst",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1510,Microsoft Visio Drawing Ver. (4),"vsd,vss,vst,vsw",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1511,Microsoft Publisher Ver. (1),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1512,Microsoft Publisher Ver. (2003),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1513,Microsoft Publisher Ver. (2007),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1514,Microsoft Publisher Ver. (2010),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1515,Microsoft Publisher Ver. (2013),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1516,Microsoft Publisher Ver. (2016-2019),pub,false,Presentation,fmt/477,fmt/477,false,false
fmt/1517,Serif PhotoPlus Image Ver. (5-X2),spp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1518,Serif PhotoPlus Image Ver. (X3 Onwards),spp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/1519,Serif DrawPlus Drawing Ver. (6),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1520,Serif DrawPlus Drawing Ver. (7),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1521,Serif DrawPlus Drawing Ver. (8),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1522,Serif DrawPlus Drawing Ver. (X2),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1523,Serif DrawPlus Drawing Ver. (X3),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1524,Serif DrawPlus Drawing Ver. (X4),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1525,Serif DrawPlus Drawing Ver. (X5),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1526,Serif DrawPlus Drawing Ver. (X6),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1527,Serif DrawPlus Drawing Ver. (X8),"dpa,dpp,dpx",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1528,Serif DrawPlus Drawing Ver. (Generic),"dpa,dpp",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/1529,Serif PagePlus Publication Ver. (X3),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1530,Serif PagePlus Publication Ver. (X4),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1531,Serif PagePlus Publication Ver. (X5),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/1532,Serif PagePlus Publication Ver. (X6),"ppb,ppp,ppx",false,Word Processing,fmt/477,fmt/477,false,false
