PUID,name,extension,containerDataFormat,category,outPuid,possibleOutPuid,outputDataFormat,keepOriginal
fmt/434,AutoCAD Drawing Ver. (2010/2011/2012),dwg,false,CAD,fmt/434,fmt/434,true,false
fmt/435,Drawing Interchange File Format (ASCII) Ver. (2010/2011/2012),dxf,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/436,Digital Negative Format (DNG) Ver. (1.0),dng,false,Image (Raster),fmt/436,fmt/436,true,false
fmt/437,Digital Negative Format (DNG) Ver. (1.2),dng,false,Image (Raster),fmt/437,fmt/437,true,false
fmt/438,Digital Negative Format (DNG) Ver. (1.3),dng,false,Image (Raster),fmt/438,fmt/438,true,false
fmt/439,BSDIFF Ver. (4.0),bsdiff,false,Binary (Executable),fmt/439,fmt/439,true,false
fmt/440,Microsoft Project Ver. (2007),mpp,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/441,Windows Media Video 9 Advanced Profile (WVC1) Ver. (9 Advanced Profile (WVC1)),wmv,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/442,Microsoft Visio (generic),vsd,false,Presentation,fmt/477,fmt/477,false,false
fmt/443,Microsoft Visio Drawing Ver. (2003-2010),vsd,false,Presentation,fmt/477,fmt/477,false,false
fmt/444,OpenDocument Database Format Ver. (1.1),odb,false,Database,fmt/101,fmt/101,false,false
fmt/445,Microsoft Excel Macro-Enabled Ver. (2007),xlsm,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/446,Adobe Portable Document Catalog Index File Ver. (2.0),pdx,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/447,Adobe Portable Document Catalog Index File Ver. (3.0),pdx,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/448,Adobe Portable Document Catalog Index File Ver. (3.1),pdx,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/449,Adobe Portable Document Catalog Index File Ver. (3.2),pdx,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/450,VectorWorks Ver. (12.5),vwx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/451,VectorWorks Ver. (2009),vwx,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/452,Acrobat Catalog Cat File,cat,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/453,Verity Collection Stop List,stp,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/454,Verity Collection Index About File,abt,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/455,Verity Collection Index Pending Transaction File,trn,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/456,Verity Collection Index Style Policy,plc,false,Binary (Data),fmt/456,fmt/456,true,false
fmt/457,Verity Collection Document Dataset Descriptor Style Set,ddd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/458,Verity Collection Document Index Descriptor Style Set,did,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/459,Verity Collection Word List Descriptor Style Set,wld,false,Binary (Data),fmt/459,fmt/459,true,false
fmt/460,Verity Collection Partition Definition Descriptor Style Set,pdd,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/461,Verity Collection Index Descriptor File,"ddd,did,pdd,wld",false,Text (Structured),fmt/477,fmt/477,false,false
fmt/462,MS-DOS Compression Format (SZDD Variant),,true,Package,fmt/462,fmt/462,false,false
fmt/463,JPM (JPEG 2000 part 6),jpm,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/464,CorelDraw Drawing Ver. (5.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/465,CorelDraw Drawing Ver. (4.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/466,CorelDraw Drawing Ver. (2.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/467,CorelDraw Drawing Ver. (1.0),cdr,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/468,ISO 9660 Disk Image File,"bin, cdr, dmg, iso, toast",true,Disk Image,fmt/468,fmt/468,false,true
fmt/469,MS DOS Compression Format (KWAJ Variant),,true,Package,fmt/469,fmt/469,false,false
fmt/470,Asymetrix Toolbook File,"sbk,tbk",false,Word Processing,fmt/477,fmt/477,false,false
fmt/471,Hypertext Markup Language Ver. (5),"htm,html",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/472,Sony Digital Voice File/Sony Memory Stick Voice File,"dvf,msv",false,Audio,fmt/134,"fmt/134,fmt/198,fmt/141",false,false
fmt/473,Microsoft Office Owner File,"doc, docx",false,Binary (Data),fmt/477,fmt/477,false,false
fmt/474,Windows Help File,hlp,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/475,Microsoft Management Console Snap-in Control file,msc,false,Binary (Data),fmt/475,fmt/475,true,false
fmt/476,Acrobat PDF/A - Portable Document Format Ver. (2a),pdf,false,Portable Document Format,fmt/476,fmt/476,true,false
fmt/477,Acrobat PDF/A - Portable Document Format Ver. (2b),pdf,false,Portable Document Format,fmt/477,fmt/477,true,false
fmt/478,Acrobat PDF/A - Portable Document Format Ver. (2u),pdf,false,Portable Document Format,fmt/478,fmt/478,true,false
fmt/479,Acrobat PDF/A - Portable Document Format Ver. (3a),pdf,false,Portable Document Format,fmt/479,fmt/479,true,false
fmt/480,Acrobat PDF/A - Portable Document Format Ver. (3b),pdf,false,Portable Document Format,fmt/480,fmt/480,true,false
fmt/481,Acrobat PDF/A - Portable Document Format Ver. (3u),pdf,false,Portable Document Format,fmt/481,fmt/481,true,false
fmt/482,Apple iBook format,ibooks,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/483,ePub format,epub,false,Presentation,fmt/477,fmt/477,false,false
fmt/484,7Zip format,7z,true,Package,fmt/484,fmt/484,false,false
fmt/485,Rocket Book eBook format,rb,false,Presentation,fmt/477,fmt/477,false,false
fmt/486,Macromedia (Adobe) Director Compressed Resource file,dcr,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/487,Macro Enabled Microsoft Powerpoint Ver. (2007 Onwards),pptm,false,Presentation,fmt/477,fmt/477,false,false
fmt/488,Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/489,Acrobat PDF/X - Portable Document Format - Exchange PDF/X-4p,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/490,Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5g,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/491,Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5pg,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/492,Acrobat PDF/X - Portable Document Format - Exchange PDF/X-5n,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/493,Acrobat PDF/E - Portable Document Format for Engineering PDF/E-1,pdf,false,Portable Document Format,fmt/477,fmt/477,false,false
fmt/494,Microsoft Office Encrypted Document Ver. (2007 Onwards),"docx,pptx,xlsx",false,Word Processing,fmt/477,fmt/477,false,false
fmt/495,ATCO-CIF,cif,false,Text (Structured),fmt/477,fmt/477,false,false
fmt/496,TransXchange File Format,txc,false,Binary (Data),fmt/496,fmt/496,true,false
fmt/497,Wireless Bitmap,wbmp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/498,ActiveX License Package file,lpk,false,Binary (Data),fmt/498,fmt/498,true,false
fmt/499,VivoActive,viv,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/500,Internet Explorer for Mac cache file,waf,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/501,PostScript Ver. (3.1),ps,false,Desktop Publishing ,fmt/477,fmt/477,false,true
fmt/502,Bentley V8 DGN,dgn,false,CAD,fmt/502,fmt/502,true,false
fmt/503,AppleDouble Resource Fork Ver. (2),,false,Binary (Data),fmt/503,fmt/503,true,false
fmt/504,Standard Flowgram Format,sff,false,Binary (Data),fmt/477,fmt/477,false,true
fmt/505,Adobe Flash Ver. (8),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/506,Adobe Flash Ver. (9),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/507,Adobe Flash Ver. (10),swf,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/508,Quarter Inch Cartridge Host Interchange Format,qic,false,Desktop Publishing ,fmt/477,fmt/477,false,true
fmt/509,Adobe PostScript Font Metrics file,pfm,false,Font,fmt/509,fmt/509,true,false
fmt/510,PowerProject Teamplan,pdb,false,Database,fmt/101,fmt/101,false,false
fmt/511,PowerProject Ver. (7),pp,false,Database,fmt/101,fmt/101,false,false
fmt/512,PowerProject Ver. (8),pp,false,Database,fmt/101,fmt/101,false,false
fmt/513,PowerProject Ver. (9),pp,false,Database,fmt/101,fmt/101,false,false
fmt/514,PowerProject Ver. (10),pp,false,Database,fmt/101,fmt/101,false,false
fmt/515,PowerProject Ver. (11),pp,false,Database,fmt/101,fmt/101,false,false
fmt/516,PowerProject Ver. (12.0.01),pp,false,Database,fmt/101,fmt/101,false,false
fmt/517,PowerProject Ver. (12.0.02+),pp,false,Database,fmt/101,fmt/101,false,false
fmt/518,Broad Band eBook Ver. (LRF),lrf,false,Presentation,fmt/477,fmt/477,false,false
fmt/519,Polynomial Texture Map,ptm,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/520,OpenType Font File,otf,false,Font,fmt/520,fmt/520,true,false
fmt/521,Adobe Multiple Master Metrics font file,mmm,false,Font,fmt/521,fmt/521,true,false
fmt/522,Open Project File,pod,false,Database,fmt/101,fmt/101,false,false
fmt/523,Macro enabled Microsoft Word Document OOXML Ver. (2007 Onwards),docm,false,Word Processing,fmt/477,fmt/477,false,false
fmt/524,Microsoft Office Theme,thmx,false,Binary (Data),fmt/524,fmt/524,true,false
fmt/525,Adobe Printer Font Binary,pfb,false,Font,fmt/525,fmt/525,true,false
fmt/526,Adobe Font List,lst,false,Font,fmt/526,fmt/526,true,false
fmt/527,Broadcast WAVE Ver. (2 Generic),wav,false,Audio,fmt/527,fmt/527,true,false
fmt/528,Multiple-image Network Graphics,mng,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/529,JPEG Network Graphics,jng,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/530,eRuby HTML document,"rhtm,rhtml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/531,AutoCAD Drawing Ver. (2013/2014),dwg,false,CAD,fmt/531,fmt/531,true,false
fmt/532,Drawing Interchange File Format (ASCII) Ver. (2013/2014/2015/2016/2017),dxf,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/533,Adobe FrameMaker Document Ver. (2.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/534,Adobe FrameMaker Document Ver. (3.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/535,Adobe FrameMaker Document Ver. (4.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/536,Adobe FrameMaker Document Ver. (5.5),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/537,Adobe FrameMaker Document Ver. (6.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/538,Adobe FrameMaker Document Ver. (7.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/539,Adobe FrameMaker Document Ver. (9.0),fm,false,Presentation,fmt/477,fmt/477,false,false
fmt/540,Cinema 4D Ver. (5.x),c4d,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/541,Digital Moving Picture Exchange Bitmap Ver. (2.0),dpx,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/542,GEM Metafile Format Ver. (1.01),gem,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/543,GEM Metafile Format Ver. (3.10),gem,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/544,Macromedia FreeHand Ver. (7),fh7,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/545,Macromedia FreeHand Ver. (8),fh8,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/546,Macromedia FreeHand Ver. (9),fh9,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/547,Macromedia FreeHand Ver. (10),fh10,false,Image (Vector),fmt/477,fmt/477,false,true
fmt/548,Adobe InDesign Document Ver. (CS2),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/549,Adobe InDesign Document Ver. (CS3),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/550,Adobe InDesign Document Ver. (CS4),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/551,Adobe InDesign Document Ver. (CS5),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/552,Adobe InDesign Document Ver. (CS6),"ind,indd,indt",false,Presentation,fmt/477,fmt/477,false,false
fmt/553,Microsoft Excel Chart Ver. (2.x),xlc,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/554,Microsoft Excel Chart Ver. (3.0),xlc,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/555,Microsoft Excel Macro Ver. (2.x),xlm,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/556,Microsoft Excel Macro Ver. (3.0),xlm,false,Spreadsheet,fmt/477,fmt/477,false,true
fmt/557,Adobe Illustrator Ver. (8.0),"ai,eps",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/558,Adobe Illustrator Ver. (9.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/559,Adobe Illustrator Ver. (10.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/560,Adobe Illustrator Ver. (11.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/561,Adobe Illustrator Ver. (12.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/562,Adobe Illustrator Ver. (13.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/563,Adobe Illustrator Ver. (14.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/564,Adobe Illustrator Ver. (15.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/565,Adobe Illustrator Ver. (16.0),"ai,pdf",false,Image (Vector),fmt/477,fmt/477,false,true
fmt/566,WebP Ver. (Lossy),webp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/567,WebP Ver. (Lossless),webp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/568,WebP Ver. (Extended),webp,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/569,Matroska Ver. (1-4),"mk3d,mka,mks,mkv",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/570,Extensible Metadata Platform Packet,xmp,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/571,Domino XML Document Export,dxl,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/572,Domino XML Database Export,dxl,false,Database,fmt/101,fmt/101,false,false
fmt/573,WebM,webm,false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/574,Digital Imaging and Communications in Medicine File Format,dcm,false,Binary (Data),fmt/574,fmt/574,true,false
fmt/575,GraphPad Prism Ver. (1-3),pzm,false,Binary (Data),fmt/575,fmt/575,true,false
fmt/576,GraphPad Prism Ver. (4),pzf,false,Binary (Data),fmt/576,fmt/576,true,false
fmt/577,Image Cytometry Standard Ver. (1),ics,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/578,Image Cytometry Standard Ver. (2),ics,false,Image (Raster),fmt/645,"fmt/645,fmt/10,fmt/13",false,false
fmt/579,X3D Ver. (3.0),x3d,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/580,X3D Ver. (3.1),x3d,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/581,X3D Ver. (3.2),x3d,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/582,X3D Ver. (3.3),x3d,false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/583,Vector Markup Language,"htm,html,vml",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/584,Windows Media Metafile,"asx,wax,wmx,wvx",false,Text (Mark-up),fmt/477,fmt/477,false,true
fmt/585,MPEG-2 Transport Stream,"m2t,m2ts,ts",false,Video,fmt/4,"fmt/4,fmt/649,fmt/640,fmt/199",false,false
fmt/586,LifeTechnologies SDS,sds,false,Binary (Data),fmt/586,fmt/586,true,false
fmt/587,LifeTechnologies ABIF,abif,false,Binary (Data),fmt/587,fmt/587,true,false
